subid	maindown	area	latitude	longitude	elev_mean	slope_mean	rivlen	SLC_1	SLC_2	SLC_3	SLC_4	SLC_5	SLC_6	SLC_7	SLC_8	SLC_9	SLC_10	SLC_11	SLC_12	SLC_13	SLC_14	SLC_15	SLC_16	SLC_17	SLC_18	SLC_19	SLC_20	SLC_21	SLC_22	SLC_23	SLC_24	SLC_25
71029798	71028609	8979954.945136938	51.145288982540585	-115.67396698775835	1651.90197753906	0.015809440797	5772.68360687813	0.0	0.0	0.0	0.0	0.0	0.7998193882319976	0.0	0.0	0.0	0.1322998914376776	0.0	0.0630643248709669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71028215	71028132	88150977.48971733	51.021610861722536	-114.75965528020335	1492.68701171875	0.005445717056	22140.85965270048	0.0	0.0	0.0	0.0	0.0	0.33986443062017624	0.0	0.0	0.06394352685741188	0.446821210539207	0.0	0.13128330194158194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71023674	71023309	38259985.42480769	52.33062726605157	-114.66984797374816	981.685607910156	0.003153399732	11462.14325115163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9397143587725064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71036096	71035979	6014838.225429659	50.86852923447861	-115.43191380349602	1827.92370605469	0.002816016398	2942.23641637506	0.0	0.0	0.0	0.0	0.0	0.290008842945099	0.0	0.0	0.0	0.560804724693298	0.0	0.149186432361603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71023606	71022153	25501671.39969337	52.27466011720107	-113.9486258186831	939.791931152344	0.00598676037	11784.022568348793	0.0	0.0	0.0	0.1610714264692794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.828587311757151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71029800	71029450	44937311.253997445	51.37974213949409	-115.65553627005023	2063.74829101562	0.00890867311	10814.427535074936	0.0	0.0	0.0	0.0	0.0	0.26437174674374153	0.0	0.0	0.0	0.23196763152250424	0.0	0.304957945712777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05278170929845391	0.0	0.06088472704485973	0.0	0.0
71030292	71029212	183991968.45189878	51.55098443143428	-115.02941886092657	1515.36157226562	0.005978775146	31857.76502968371	0.0	0.0	0.0	0.0	0.0	0.6280127630619314	0.0	0.0	0.0	0.34785988584266164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71030308	71029042	178907814.8223032	51.30925145793808	-115.2533053790638	1994.841796875	0.011360440492	39794.36478175528	0.0	0.0	0.0	0.0	0.0	0.18467680793242966	0.0	0.0	0.0	0.21037626454159256	0.0	0.4115711144714545	0.0	0.0	0.0	0.0	0.0	0.07447203542076106	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71029646	71029520	22393426.57735353	51.644237321869305	-115.93609903670088	2233.38061523438	0.009600529633	4461.290928077042	0.0	0.0	0.0	0.0	0.0	0.06587574735795579	0.0	0.0	0.0	0.22348267984320938	0.0	0.39662379657422586	0.0	0.0	0.0	0.0	0.0	0.19594225290549788	0.0	0.0	0.0	0.0	0.05310155640261196	0.0	0.0
71029380	71028505	21337900.040742077	51.785523280026624	-114.69759057970997	1123.42321777344	0.003765153001	7475.999679315707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05167650618094016	0.0	0.8855996075678009	0.0	0.05603486008172801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
